SNo,Date,Account Name,Amount,Voucher No
2980,21/06/2024, POS Billing,1394,REG1728
2981,05/07/2024, POS Billing,1598,REG1955
2982,19/07/2024, POS Billing,1955,REG2178
2983,02/08/2024, POS Billing,2267,REG2361
2984,16/08/2024, POS Billing,1698,REG2583
2985,29/08/2024, POS Billing,2506,REG2759
2986,13/09/2024, POS Billing,1236,REG2966
2987,03/10/2024, POS Billing,2695,REG3257
2988,24/10/2024, POS Billing,2591,REG3578
2989,07/11/2024, POS Billing,1588,REG3770
2990,21/11/2024, POS Billing,2949,REG3955
2991,16/07/2024, POS Billing,6302,REG2109
2992,09/09/2024, POS Billing,6021,REG2913
2993,11/11/2024, POS Billing,6205,REG3822
2994,07/05/2024, POS Billing,1777,REG1084
2995,21/05/2024, POS Billing,1680,REG1295
2996,18/06/2024, POS Billing,1406,REG1683
2997,25/06/2024, POS Billing,1589,REG1796
2998,02/07/2024, POS Billing,1469,REG1911
2999,16/07/2024, POS Billing,1431,REG2134
3000,31/07/2024, POS Billing,1684,REG2324
3001,06/08/2024, POS Billing,1652,REG2433
3002,27/08/2024, POS Billing,2095,REG2720
3003,03/09/2024, POS Billing,2445,REG2821
3004,10/09/2024, POS Billing,694,REG2924
3005,17/09/2024, POS Billing,1222,REG3026
3006,25/09/2024, POS Billing,1881,REG3127
3007,01/10/2024, POS Billing,2293.5,REG3228
3008,08/10/2024, POS Billing,1879,REG3339
3009,16/10/2024, POS Billing,1916,REG3448
3010,22/10/2024, POS Billing,1941,REG3545
3011,05/11/2024, POS Billing,840,REG3734
3012,12/11/2024, POS Billing,1850,REG3834
3013,19/11/2024, POS Billing,1145,REG3927
3014,26/11/2024, POS Billing,1245,REG4017
3015,03/12/2024, POS Billing,1632,REG4135
3016,10/12/2024, POS Billing,1413,REG4236
3017,08/05/2024, POS Billing,8191,REG1100
3018,29/05/2024, POS Billing,1418,REG1407
3019,13/06/2024, POS Billing,2086,REG1596
3020,19/06/2024, POS Billing,2623,REG1699
3021,03/07/2024, POS Billing,6596,REG1927
3022,07/08/2024, POS Billing,4035,REG2448
3023,28/08/2024, POS Billing,4402,REG2733
3024,18/09/2024, POS Billing,3883,REG3039
3025,09/10/2024, POS Billing,5325,REG3349
3026,29/10/2024, POS Billing,1062,REG3650
3027,13/11/2024, POS Billing,1702,REG3854
3028,27/11/2024, POS Billing,2920,REG4033
3029,22/06/2024, POS Billing,10121,REG1737
3030,24/08/2024, POS Billing,2450,REG2678
3031,24/08/2024, POS Billing,11008,REG2659
3032,16/11/2024, POS Billing,11719,REG3889
3033,07/05/2024, POS Billing,470,REG1082
3034,21/05/2024, POS Billing,928,REG1294
3035,28/05/2024, POS Billing,1118,REG1393
3036,18/06/2024, POS Billing,933,REG1679
3037,02/07/2024, POS Billing,290,REG1906
3038,09/07/2024, POS Billing,22758,REG2019
3039,10/07/2024, POS Billing,544,REG2034
3040,16/07/2024, POS Billing,290,REG2128
3041,23/07/2024, POS Billing,918,REG2235
3042,31/07/2024, POS Billing,395,REG2320
3043,06/08/2024, POS Billing,659,REG2427
3044,13/08/2024, POS Billing,1062,REG2540
3045,27/08/2024, POS Billing,1461,REG2715
3046,03/09/2024, POS Billing,818,REG2824
3047,03/09/2024, POS Billing,2101,REG2822
3048,10/09/2024, POS Billing,414,REG2920
3049,25/09/2024, POS Billing,689,REG3129
3050,01/10/2024, POS Billing,1318,REG3225
3051,08/10/2024, POS Billing,766,REG3333
3052,16/10/2024, POS Billing,1883,REG3450
3053,22/10/2024, POS Billing,953,REG3542
3054,29/10/2024, POS Billing,836,REG3643
3055,05/11/2024, POS Billing,1306,REG3731
3056,12/11/2024, POS Billing,2534,REG3837
3057,19/11/2024, POS Billing,386,REG3929
3058,03/12/2024, POS Billing,1993,REG4137
3059,10/12/2024, POS Billing,922,REG4238
3060,01/05/2024, POS Billing,4746,REG997
3061,09/05/2024, POS Billing,1259,REG1104
3062,16/05/2024, POS Billing,5884,REG1213
3063,29/05/2024, POS Billing,4282,REG1411
3064,13/06/2024, POS Billing,5015,REG1594
3065,26/06/2024, POS Billing,7368,REG1810
3066,10/07/2024, POS Billing,6799,REG2033
3067,17/07/2024, POS Billing,1685,REG2149
3068,24/07/2024, POS Billing,7718,REG2251
3069,07/08/2024, POS Billing,7743,REG2450
3070,15/08/2024, POS Billing,1127,REG2553
3071,22/08/2024, POS Billing,7182,REG2627
3072,28/08/2024, POS Billing,1809,REG2737
3073,04/09/2024, POS Billing,4745,REG2841
3074,11/09/2024, POS Billing,6763,REG2938
3075,19/09/2024, POS Billing,854,REG3042
3076,26/09/2024, POS Billing,7785,REG3146
3077,02/10/2024, POS Billing,1414,REG3237
3078,09/10/2024, POS Billing,7920,REG3353
3079,16/10/2024, POS Billing,3271,REG3461
3080,23/10/2024, POS Billing,10428,REG3560
3081,29/10/2024, POS Billing,2432,REG3653
3082,06/11/2024, POS Billing,2849,REG3750
3083,14/11/2024, POS Billing,5814,REG3859
3084,21/11/2024, POS Billing,1834,REG3941
3085,27/11/2024, POS Billing,6052,REG4039
3086,04/12/2024, POS Billing,5863,REG4155
3087,01/05/2024, POS Billing,425,REG991
3088,22/05/2024, POS Billing,611,REG1304
3089,29/05/2024, POS Billing,624,REG1405
3090,13/06/2024, POS Billing,927,REG1590
3091,03/07/2024, POS Billing,395,REG1923
3092,10/07/2024, POS Billing,3007,REG2027
3093,31/07/2024, POS Billing,260,REG2333
3094,07/08/2024, POS Billing,280,REG2445
3095,22/08/2024, POS Billing,1836,REG2625
3096,04/09/2024, POS Billing,195,REG2837
3097,11/09/2024, POS Billing,595,REG2933
3098,25/09/2024, POS Billing,3157,REG3140
3099,09/10/2024, POS Billing,170,REG3347
3100,23/10/2024, POS Billing,560,REG3557
3101,06/11/2024, POS Billing,660,REG3744
3102,21/11/2024, POS Billing,3195,REG3934
3103,04/12/2024, POS Billing,170,REG4148
3104,08/05/2024, POS Billing,3410,REG1103
3105,22/05/2024, POS Billing,1081,REG1307
3106,13/06/2024, POS Billing,3504.5,REG1591
3107,19/06/2024, POS Billing,160,REG1686
3108,26/06/2024, POS Billing,348,REG1808
3109,03/07/2024, POS Billing,150,REG1913
3110,24/07/2024, POS Billing,6300,REG2248
3111,07/08/2024, POS Billing,548,REG2434
3112,03/09/2024, POS Billing,1094,REG2828
3113,04/09/2024, POS Billing,1094,REG2829
3114,11/09/2024, POS Billing,1735,REG2935
3115,25/09/2024, POS Billing,1047,REG3144
3116,03/10/2024, POS Billing,500,REG3240
3117,16/10/2024, POS Billing,1609,REG3457
3118,29/10/2024, POS Billing,1579.5,REG3651
3119,13/11/2024, POS Billing,578,REG3855
3120,21/11/2024, POS Billing,3032,REG3936
3121,27/11/2024, POS Billing,636,REG4034
3122,04/12/2024, POS Billing,672,REG4151
3123,19/06/2024, POS Billing,3420,REG1700
3124,11/09/2024, POS Billing,4160,REG2930
3125,27/11/2024, POS Billing,2750,REG4030
3126,09/05/2024, POS Billing,16144,REG1105
3127,27/06/2024, POS Billing,18396,REG1813
3128,04/09/2024, POS Billing,12513,REG2861
3129,04/09/2024, POS Billing,13447,REG2862
3130,28/11/2024, POS Billing,10290,REG4052
3131,28/11/2024, POS Billing,19986,REG4051
3132,09/05/2024, POS Billing,1650,REG1106
3133,16/05/2024, POS Billing,1120,REG1216
3134,30/05/2024, POS Billing,3208,REG1413
3135,07/06/2024, POS Billing,1362,REG1530
3136,20/06/2024, POS Billing,927,REG1702
3137,27/06/2024, POS Billing,840,REG1814
3138,04/07/2024, POS Billing,945,REG1930
3139,18/07/2024, POS Billing,2772,REG2152
3140,25/07/2024, POS Billing,1385,REG2258
3141,01/08/2024, POS Billing,895,REG2337
3142,08/08/2024, POS Billing,750,REG2452
3143,22/08/2024, POS Billing,1998,REG2635
3144,04/09/2024, POS Billing,1785,REG2863
3145,12/09/2024, POS Billing,945,REG2942
3146,19/09/2024, POS Billing,3086,REG3048
3147,17/10/2024, POS Billing,1725,REG3466
3148,14/11/2024, POS Billing,1150,REG3860
3149,21/11/2024, POS Billing,2398,REG3943
3150,28/11/2024, POS Billing,280,REG4053
3151,05/12/2024, POS Billing,1290,REG4158
3152,04/05/2024, POS Billing,650,REG1042
3153,17/05/2024, POS Billing,8204,REG1256
3154,25/05/2024, POS Billing,222,REG1350
3155,01/06/2024, POS Billing,710,REG1460
3156,07/06/2024, POS Billing,654,REG1504
3157,15/06/2024, POS Billing,840,REG1635
3158,13/07/2024, POS Billing,860,REG2083
3159,20/07/2024, POS Billing,9589,REG2197
3160,24/08/2024, POS Billing,210,REG2668
3161,30/11/2024, POS Billing,180,REG4099
3162,13/05/2024, POS Billing,2060,REG1165
3163,27/05/2024, POS Billing,2000,REG1359
3164,10/06/2024, POS Billing,2000,REG1545
3165,24/06/2024, POS Billing,1050,REG1754
3166,01/07/2024, POS Billing,2000,REG1866
3167,15/07/2024, POS Billing,2635,REG2091
3168,15/07/2024, POS Billing,3095,REG2104
3169,12/08/2024, POS Billing,2100,REG2504
3170,26/08/2024, POS Billing,2580,REG2685
3171,02/09/2024, POS Billing,3830,REG2789
3172,09/09/2024, POS Billing,2360,REG2893
3173,23/09/2024, POS Billing,3960,REG3093
3174,07/10/2024, POS Billing,2360,REG3295
3175,14/10/2024, POS Billing,6040,REG3420
3176,28/10/2024, POS Billing,4606,REG3616
3177,04/11/2024, POS Billing,2120,REG3700
3178,11/11/2024, POS Billing,1050,REG3806
3179,18/11/2024, POS Billing,2100,REG3902
3180,02/12/2024, POS Billing,2260,REG4119
3181,09/12/2024, POS Billing,1050,REG4220
3182,06/05/2024, POS Billing,3731,REG1061
3183,13/05/2024, POS Billing,1640,REG1176
3184,20/05/2024, POS Billing,3736,REG1277
3185,27/05/2024, POS Billing,1953,REG1370
3186,03/06/2024, POS Billing,2903,REG1475
3187,10/06/2024, POS Billing,2842,REG1559
3188,17/06/2024, POS Billing,3579,REG1655
3189,24/06/2024, POS Billing,3212,REG1766
3190,01/07/2024, POS Billing,3153,REG1883
3191,08/07/2024, POS Billing,3565,REG1995
3192,15/07/2024, POS Billing,3222,REG2102
3193,22/07/2024, POS Billing,4636,REG2212
3194,30/07/2024, POS Billing,3897,REG2288
3195,05/08/2024, POS Billing,3746,REG2402
3196,12/08/2024, POS Billing,3220,REG2517
3197,19/08/2024, POS Billing,3216,REG2615
3198,26/08/2024, POS Billing,4044,REG2696
3199,03/09/2024, POS Billing,4837,REG2804
3200,09/09/2024, POS Billing,2885,REG2900
3201,16/09/2024, POS Billing,3446,REG3004
3202,23/09/2024, POS Billing,2365,REG3105
3203,30/09/2024, POS Billing,3636,REG3198
3204,07/10/2024, POS Billing,5121,REG3310
3205,14/10/2024, POS Billing,2072,REG3422
3206,21/10/2024, POS Billing,3411,REG3515
3207,28/10/2024, POS Billing,3474,REG3626
3208,04/11/2024, POS Billing,2496,REG3713
3209,11/11/2024, POS Billing,3214,REG3816
3210,18/11/2024, POS Billing,4024,REG3913
3211,25/11/2024, POS Billing,3008,REG4000
3212,02/12/2024, POS Billing,3483,REG4118
3213,09/12/2024, POS Billing,3646,REG4219
3214,31/07/2024, POS Billing,1521,REG2334
3215,04/09/2024, POS Billing,3657,REG2840
3216,09/10/2024, POS Billing,2420,REG3351
3217,04/12/2024, POS Billing,4470,REG4153
3218,09/12/2024, POS Billing,832,REG4209
3219,06/05/2024, POS Billing,2428,REG1064
3220,04/06/2024, POS Billing,935,REG1493
3221,18/06/2024, POS Billing,1248,REG1658
3222,01/07/2024, POS Billing,964,REG1889
3223,16/07/2024, POS Billing,634,REG2108
3224,23/07/2024, POS Billing,444,REG2219
3225,06/08/2024, POS Billing,511,REG2408
3226,27/08/2024, POS Billing,780,REG2699
3227,09/09/2024, POS Billing,830,REG2906
3228,30/09/2024, POS Billing,592,REG3213
3229,08/10/2024, POS Billing,1227,REG3319
3230,15/10/2024, POS Billing,2831,REG3427
3231,05/11/2024, POS Billing,1160,REG3727
3232,02/12/2024, POS Billing,2251,REG4102
3233,07/12/2024, POS Billing,192,REG4206
3234,09/12/2024, POS Billing,1357,REG4225
3235,07/05/2024, POS Billing,5126,REG1083
3236,28/05/2024, POS Billing,4910,REG1396
3237,19/06/2024, POS Billing,324,REG1685
3238,25/06/2024, POS Billing,4316,REG1795
3239,02/07/2024, POS Billing,394,REG1909
3240,16/07/2024, POS Billing,300,REG2133
3241,23/07/2024, POS Billing,1862,REG2238
3242,31/07/2024, POS Billing,600,REG2323
3243,06/08/2024, POS Billing,1717,REG2432
3244,27/08/2024, POS Billing,224,REG2719
3245,10/09/2024, POS Billing,630,REG2923
3246,17/09/2024, POS Billing,449,REG3025
3247,25/09/2024, POS Billing,682,REG3131
3248,01/10/2024, POS Billing,280,REG3229
3249,08/10/2024, POS Billing,650,REG3337
3250,16/10/2024, POS Billing,280,REG3447
3251,22/10/2024, POS Billing,568,REG3546
3252,05/11/2024, POS Billing,224,REG3735
3253,12/11/2024, POS Billing,209,REG3833
3254,19/11/2024, POS Billing,630,REG3926
3255,26/11/2024, POS Billing,749,REG4016
3256,03/12/2024, POS Billing,507,REG4134
3257,10/12/2024, POS Billing,280,REG4235
